Province/State,Country/Region,Lat,Long,4/20/20
New York,US,42.58831742,-74.44339029999998,20
New York,US,42.39184015,-76.8773299,8
New York,US,42.78081007,-76.82497064,18
New York,US,42.2689144,-77.3829924,195
New York,US,40.88320119,-72.8012172,28127
New York,US,41.71579493,-74.76394559,560
New York,US,42.16852837,-76.30835812,37
New York,US,42.44945765,-76.47229843,119
New York,US,41.89027881,-74.26252104,997
New York,US,43.56173026,-73.8433699,101
New York,US,43.31153794,-73.43043448,65
New York,US,43.15494365,-77.02976528,50
New York,US,41.16278376,-73.75741653,24306
New York,US,42.70145109,-78.22199579,44
New York,US,42.63505484,-77.10369919,10
North Carolina,US,36.0434701,-79.39976137,50
North Carolina,US,35.922379600000006,-81.17751948,3
North Carolina,US,36.49360862,-81.12857041,2
North Carolina,US,34.97403241,-80.09953279,18
North Carolina,US,36.43296207,-81.49862729,4
North Carolina,US,35.48531943,-76.84325809,15
North Carolina,US,36.0688473,-76.96545943,24
North Carolina,US,34.61296243,-78.56180059,2
North Carolina,US,34.070565,-78.22814204,36
North Carolina,US,35.61113393,-82.53305,47
North Carolina,US,35.74989637,-81.70755735,70
North Carolina,US,35.3877799,-80.55267168,212
North Carolina,US,35.95204977,-81.54799522,23
North Carolina,US,34.8932941,-76.54120135,24
North Carolina,US,36.39312665,-79.33353281,8
North Carolina,US,35.66211129,-81.2132617,43
North Carolina,US,35.70394416,-79.25541492,127
North Carolina,US,35.1349263,-84.05970864,16
North Carolina,US,36.12908077,-76.60118385,6
North Carolina,US,35.05704275,-83.74353633,5
North Carolina,US,35.33553364,-81.55204486,44
North Carolina,US,34.26744084,-78.65801424,59
North Carolina,US,35.11833364,-77.08398081,36
North Carolina,US,35.04762133,-78.82623165,113
North Carolina,US,36.36123664,-75.95876401,3
North Carolina,US,35.66520691,-75.71767334,15
North Carolina,US,35.79115496,-80.21256572,94
North Carolina,US,35.93099927,-80.54496571,23
North Carolina,US,34.93449805,-77.93140529,26
North Carolina,US,36.03638492,-78.87608331,435
North Carolina,US,35.91230639,-77.59436892,58
North Carolina,US,36.12859861,-80.25459052,126
North Carolina,US,36.081519,-78.28708884,71
North Carolina,US,35.29373559,-81.17477045,112
North Carolina,US,36.44667547,-76.69749701,4
North Carolina,US,36.30337451,-78.65184241,112
North Carolina,US,35.48544173,-77.67578087,14
North Carolina,US,36.07959451,-79.78824948,176
North Carolina,US,36.25669272,-77.6556109,33
North Carolina,US,35.36731853,-78.87243571,61
North Carolina,US,35.55269063,-82.98196486,5
North Carolina,US,35.33788927,-82.4766782,128
North Carolina,US,36.3607755,-76.98104134,9
North Carolina,US,35.01888303,-79.23651674,23
North Carolina,US,35.80950511,-80.8743128,82
North Carolina,US,35.28814273,-83.14093385,5
North Carolina,US,35.51745004,-78.36622717,123
North Carolina,US,35.02254606,-77.35870791,9
North Carolina,US,35.47623147,-79.17569362,38
North Carolina,US,35.24032589999999,-77.64245615,21
North Carolina,US,35.48508185,-81.21740317,19
North Carolina,US,35.67736232,-82.0482425,20
North Carolina,US,35.14867843,-83.41696617,2
North Carolina,US,35.84326734,-77.10860251,9
North Carolina,US,35.24469268,-80.8317671,1231
North Carolina,US,36.01059309,-82.1582442,5
North Carolina,US,35.33155144,-79.90416657,18
North Carolina,US,35.30885257,-79.48474178,93
North Carolina,US,35.96575634,-77.98422508,61
North Carolina,US,34.25758282,-77.87075626,68
North Carolina,US,36.41736238,-77.39769443,72
North Carolina,US,34.72607366,-77.42908179,37
North Carolina,US,36.06092947,-79.12167935,187
North Carolina,US,35.15253315,-76.66559823,6
North Carolina,US,36.26723798,-76.25134778,32
North Carolina,US,34.52265624,-77.90352133,8
North Carolina,US,36.17847453,-76.40603143,8
North Carolina,US,36.38989032,-78.97217358,16
North Carolina,US,35.59535426,-77.37353178,93
North Carolina,US,35.27820615,-82.16812354,10
North Carolina,US,35.71015088,-79.80570339,77
North Carolina,US,35.00417719,-79.74491009,20
North Carolina,US,34.64244496,-79.10250529999998,27
North Carolina,US,36.39593137,-79.77504841,19
North Carolina,US,35.64003916,-80.52446628,250
North Carolina,US,35.40114178,-81.92112099,84
North Carolina,US,34.98820368,-78.36914061,22
North Carolina,US,34.8386299,-79.4757978,12
North Carolina,US,35.31647813,-80.25093221,21
North Carolina,US,36.4017975,-80.23893369,10
North Carolina,US,36.41689489,-80.69102283,17
North Carolina,US,35.20383864,-82.79638423,8
North Carolina,US,35.87147226,-76.17055253,4
North Carolina,US,34.98960527,-80.52955873,163
North Carolina,US,36.36880673,-78.40670845,33
North Carolina,US,35.78879266,-78.65249174,605
North Carolina,US,36.39728256,-78.10652228,3
North Carolina,US,35.83810081,-76.57299037,21
North Carolina,US,36.23103603,-81.70033724,8
North Carolina,US,35.36438125,-78.00027268,572
North Carolina,US,36.2084135,-81.16232895,4
North Carolina,US,35.70625477,-77.917978,116
North Carolina,US,36.16222629,-80.66239436,11
North Dakota,US,46.93579637,-98.06605978,3
North Dakota,US,46.11285362,-103.5203343,1
North Dakota,US,48.79094471,-102.5182117,2
North Dakota,US,46.97847375,-100.4645214,63
North Dakota,US,46.93201724,-97.2444719,246
North Dakota,US,48.814938700000006,-103.4873611,1
North Dakota,US,47.35423935,-102.6160468,10
North Dakota,US,47.71701474,-98.90432337,1
North Dakota,US,46.28398398,-100.2389766,1
North Dakota,US,47.4571084,-98.88279923,1
North Dakota,US,47.92093639,-97.45450447,138
North Dakota,US,46.35821257,-101.6390013,1
North Dakota,US,48.23104458,-100.6324822,1
North Dakota,US,46.11182017,-99.44145858,1
North Dakota,US,47.74133370000001,-103.395905,10
North Dakota,US,47.60766714,-101.3182418,3
North Dakota,US,46.71681782,-101.2822377,22
North Dakota,US,48.20197971,-102.3555315,30
North Dakota,US,47.9226426,-98.19038437,1
North Dakota,US,47.11530482,-101.3406158,1
North Dakota,US,48.24977025,-99.96407787,2
North Dakota,US,48.26886249,-98.72223879,3
North Dakota,US,46.26440649,-96.94852979,5
North Dakota,US,48.77245354,-99.84097493,1
North Dakota,US,46.10830372,-97.63217159,1
North Dakota,US,46.11323337,-101.0440149,1
North Dakota,US,46.44737738,-103.4601547,3
North Dakota,US,46.80851182,-102.6576326,39
North Dakota,US,46.97962541,-98.95637318,3
North Dakota,US,48.36876964,-97.72574783,3
North Dakota,US,48.22390169,-101.5436763,20
North Dakota,US,48.34522353,-103.4793387,9
Ohio,US,38.84541072,-83.4718964,3
Ohio,US,40.77285242,-84.10802343,84
Ohio,US,40.84772277,-82.27280781,5
Ohio,US,41.70860332,-80.74830218,68
Ohio,US,39.33425634,-82.04278644,3
Ohio,US,40.55998859,-84.22421429999999,23
Ohio,US,40.01625942,-80.9924051,73
Ohio,US,38.93416837,-83.86788395,9
Ohio,US,39.44012838,-84.57388716,180
Ohio,US,40.5789686,-81.09178213,16
Ohio,US,40.13923427,-83.76875242,8
Ohio,US,39.91592258,-83.78498252,26
Ohio,US,39.04847534,-84.15375786,72
Ohio,US,39.41485808,-83.80852286,26
Ohio,US,40.76932373,-80.78094576,182
Ohio,US,40.30096166,-81.91729018,16
Ohio,US,40.85065156,-82.91989099,37
Ohio,US,41.424119,-81.65918339,1577
Ohio,US,40.13412966,-84.6194517,57
Ohio,US,41.32398837,-84.49076944,15
Ohio,US,40.27942393,-83.00457058,122
Ohio,US,41.36796058,-82.62904521,37
Ohio,US,39.75107189,-82.63088163,99
Ohio,US,39.56021306,-83.4562016,13
Ohio,US,39.96995815,-83.01115755,1510
Ohio,US,41.60213491,-84.12571393,16
Ohio,US,38.82708533,-82.31647569,6
Ohio,US,41.49952319,-81.17935342,105
Ohio,US,39.69116283,-83.89032084,39
Ohio,US,40.05026529,-81.49248905,12
Ohio,US,39.19673558,-84.54502924,735
Ohio,US,41.00250487,-83.66838948,30
Ohio,US,40.66015414,-83.65929931,17
Ohio,US,40.29380509,-81.09068544,2
Ohio,US,41.3339642,-84.06830637,3
Ohio,US,39.1839264,-83.60331456,7
Ohio,US,39.49537927,-82.47991446,4
Ohio,US,40.56163713,-81.92635677,4
Ohio,US,41.14651175,-82.59867951,20
Ohio,US,39.01914254,-82.61818559999998,4
Ohio,US,40.38614126,-80.76259514,30
Ohio,US,40.39830217,-82.42027563,13
Ohio,US,41.69710807,-81.23676539,135
Ohio,US,38.59743452,-82.53466552,21
Ohio,US,40.09136236,-82.48185785,100
Ohio,US,40.38996525,-83.76784341,13
Ohio,US,41.29553751,-82.15083537,303
Ohio,US,41.62101218,-83.65468618,823
Ohio,US,39.89381073,-83.40178317,30
Ohio,US,41.01631101,-80.77287029,604
Ohio,US,40.58610662,-83.15736305,2073
Ohio,US,41.11770589,-81.89986209999998,139
Ohio,US,39.09224872,-82.0305041,2
Ohio,US,40.54043046,-84.62912742,13
Ohio,US,40.0543329,-84.22871271,131
Ohio,US,39.72984936,-81.08464734,2
Ohio,US,39.75394919,-84.29050975,235
Ohio,US,39.62081738,-81.85308173,3
Ohio,US,40.52363560000001,-82.7892599,23
Ohio,US,39.96575964,-81.94363275,9
Ohio,US,39.76818851,-81.45937183,4
Ohio,US,41.53781826,-83.0940185,29
Ohio,US,41.11676341,-84.5801017,5
Ohio,US,39.73508655,-82.23804971,9
Ohio,US,39.64170392,-83.0243386,1246
Ohio,US,39.07634001,-83.06769584,2
Ohio,US,41.16793482,-81.19735782,180
Ohio,US,39.7420247,-84.64787018,24
Ohio,US,41.02094889,-84.1336111,21
Ohio,US,40.77180308,-82.53799609999999,64
Ohio,US,39.33705391,-83.06000914,29
Ohio,US,41.35624126,-83.137872,17
Ohio,US,38.80270163,-82.98907345,6
Ohio,US,41.12351311,-83.12783209,13
Ohio,US,40.33163494,-84.20258189,28
Ohio,US,40.81482476,-81.36437305,237
Ohio,US,41.12464734,-81.53123079,370
Ohio,US,41.31735028,-80.76109643,249
Ohio,US,40.44214695,-81.47226262,32
Ohio,US,40.30016061,-83.37239023,13
Ohio,US,40.8554138,-84.59111700000003,3
Ohio,US,39.42581994,-84.16557457,116
Ohio,US,39.45690571,-81.49121382,65
Ohio,US,40.82925852,-81.88844833,81
Ohio,US,41.56052014,-84.58429552,8
Ohio,US,41.36224827,-83.62285108,84
Ohio,US,40.84339621,-83.30734173,17
Oklahoma,US,35.88494195,-94.65859267,46
Oklahoma,US,36.73090616,-98.32408495,1
Oklahoma,US,34.37366573,-96.03802487,1
Oklahoma,US,36.7496847,-100.4758872,1
Oklahoma,US,35.26862449,-99.68128023,2
Oklahoma,US,33.96472458,-96.25903472,5
Oklahoma,US,35.17364557,-98.37534464,52
Oklahoma,US,35.5426055,-97.98465569,75
Oklahoma,US,34.25103751,-97.28552485,1
Oklahoma,US,35.90692775,-94.99980896,24
Oklahoma,US,34.02807439,-95.54771129,3
Oklahoma,US,35.20413532,-97.32519562,324
Oklahoma,US,34.65973764,-98.47195055,71
Oklahoma,US,34.28845626,-98.37053567,5
Oklahoma,US,36.76268118,-95.20916602,8
Oklahoma,US,35.90230551,-96.37086028,68
Oklahoma,US,35.63853802,-99.00170785,10
Oklahoma,US,36.40823634,-94.80325046,86
Oklahoma,US,35.98772922,-99.00730714,2
Oklahoma,US,36.3791334,-97.78265517,11
Oklahoma,US,34.70418038,-97.30811132,11
Oklahoma,US,35.0167709,-97.88339847,23
Oklahoma,US,36.796297,-97.78638765,2
Oklahoma,US,34.93535801,-99.5605612,57
Oklahoma,US,36.78836519,-99.6679804,1
Oklahoma,US,35.22257600000001,-95.11513306,2
Oklahoma,US,34.58781741,-99.41138784,6
Oklahoma,US,34.11130184,-97.83182974,1
Oklahoma,US,34.31440473,-96.66011537,3
Oklahoma,US,36.81799745,-97.14421435,46
Oklahoma,US,35.94530008,-97.94193268,6
Oklahoma,US,34.91671958,-98.97720696,3
Oklahoma,US,34.87844729,-95.25215049,4
Oklahoma,US,34.89851864,-94.70392124,6
Oklahoma,US,35.70270942,-96.8812462,10
Oklahoma,US,35.91899576,-97.44352845,9
Oklahoma,US,33.95273467,-97.23906784,2
Oklahoma,US,35.01123903,-97.44572302,22
Oklahoma,US,34.11664328,-94.77222373,8
Oklahoma,US,35.37235506,-95.66599306,2
Oklahoma,US,36.31149996,-98.53467076,2
Oklahoma,US,34.02311222,-96.76855464,2
Oklahoma,US,36.30179091,-95.23175116,19
Oklahoma,US,34.48116015,-97.06826283,1
Oklahoma,US,35.61318461,-95.37802952,26
Oklahoma,US,36.38953329,-97.22928674,6
Oklahoma,US,36.79843529,-95.61902331,13
Oklahoma,US,35.46485198,-96.32639984,1
Oklahoma,US,35.55140095,-97.40716948,574
Oklahoma,US,35.64661916,-95.96432828,15
Oklahoma,US,36.62888819,-96.39635704,65
Oklahoma,US,36.83532655,-94.81011909,27
Oklahoma,US,36.31743373,-96.7033176,28
Oklahoma,US,36.07695283,-96.97584944,39
Oklahoma,US,34.92065823,-95.7513432,18
Oklahoma,US,34.72959848,-96.68337199,10
Oklahoma,US,35.20614018,-96.94923008,36
Oklahoma,US,36.37004357,-95.60406759,38
Oklahoma,US,35.16478725,-96.61686741,7
Oklahoma,US,35.49447108,-94.75463785,10
Oklahoma,US,34.48556989,-97.85141892,19
Oklahoma,US,36.74777635,-101.4889765,20
Oklahoma,US,34.37288446,-98.92426619,2
Oklahoma,US,36.11939621,-95.94013939,422
Oklahoma,US,35.96024096,-95.51911308,108
Oklahoma,US,36.71380786,-95.90514104,148
Oklahoma,US,36.76705782,-98.86573064,3
Oklahoma,US,36.42316318,-99.26283045,1
Oregon,US,44.49167306,-123.4316987,28
Oregon,US,45.18787398,-122.2179634,171
Oregon,US,45.99712889,-123.660711,6
Oregon,US,45.94464254,-123.0890898,14
Oregon,US,43.17406868,-124.0594514,1
Oregon,US,44.14230227,-120.356297,1
Oregon,US,42.45911325,-124.157282,4
Oregon,US,43.91570171,-121.2289121,64
Oregon,US,43.27941273,-123.167291,23
Oregon,US,44.49024544,-119.0068631,1
Oregon,US,45.51872811,-121.65520359999998,4
Oregon,US,42.43201126,-122.7289309,49
Oregon,US,44.62806839,-121.17832,1
Oregon,US,42.3665549,-123.5561938,19
Oregon,US,42.68762984,-121.64964609999998,31
Oregon,US,43.93727035,-122.847753,48
Oregon,US,44.64252874,-123.869912,5
Oregon,US,44.48899494,-122.5373154,61
Oregon,US,43.1937027,-117.6227395,5
Oregon,US,44.90287942,-122.5815117,371
Oregon,US,45.41846568,-119.584546,5
Oregon,US,45.54747959,-122.4169351,520
Oregon,US,44.90322804,-123.4128888,33
Oregon,US,45.41501554,-120.6827834,1
Oregon,US,45.46248721,-123.712066,6
Oregon,US,45.59073056,-118.7353826,27
Oregon,US,45.30915495,-118.0068979,4
Oregon,US,45.57894064,-117.18353799999998,1
Oregon,US,45.16292781,-121.1670954,10
Oregon,US,45.55972701,-123.0955257,408
Oregon,US,45.23330449,-123.3086963,35
Pennsylvania,US,39.87140411,-77.21610347,85
Pennsylvania,US,40.46809875,-79.98167747,1042
Pennsylvania,US,40.81665618,-79.46290811,38
Pennsylvania,US,40.6825484,-80.34921611,298
Pennsylvania,US,40.00522157,-78.48998442,15
Pennsylvania,US,40.41570541,-75.92457766,1945
Pennsylvania,US,40.47961444,-78.34917412,14
Pennsylvania,US,41.78869215,-76.51570822,25
Pennsylvania,US,40.33682119,-75.10836643,1886
Pennsylvania,US,40.91152759,-79.91351055,161
Pennsylvania,US,40.49527404,-78.71377428,19
Pennsylvania,US,41.43625568,-78.20376845,1
Pennsylvania,US,40.91545395,-75.7068525,144
Pennsylvania,US,40.92058903,-77.82200624,73
Pennsylvania,US,39.97291773,-75.74768357,915
Pennsylvania,US,41.19265812,-79.42413524,18
Pennsylvania,US,41.00110782,-78.47592663,11
Pennsylvania,US,41.23255967,-77.63785995,11
Pennsylvania,US,41.04821986,-76.40565017,208
Pennsylvania,US,41.68447709,-80.10760592,16
Pennsylvania,US,40.1625372,-77.26130755,186
Pennsylvania,US,40.41377078,-76.77993242,386
Pennsylvania,US,39.91680171,-75.40243663,2545
Pennsylvania,US,41.42822061,-78.64524744,2
Pennsylvania,US,41.99253829,-80.03301954,60
Pennsylvania,US,39.92041012,-79.64291195,67
Pennsylvania,US,41.51095103,-79.23229292,7
Pennsylvania,US,39.92956518,-77.72157791,115
Pennsylvania,US,39.92913544,-78.11163677,2
Pennsylvania,US,39.85746531,-80.22357106,25
Pennsylvania,US,40.42162652,-77.97673273,13
Pennsylvania,US,40.65241041,-79.08963285,53
Pennsylvania,US,41.12913106,-78.9986361,3
Pennsylvania,US,40.53358749,-77.39975129999998,72
Pennsylvania,US,41.43564672,-75.60379201,646
Pennsylvania,US,40.03904563,-76.24770128,1236
Pennsylvania,US,40.99206278,-80.33393706,59
Pennsylvania,US,40.36680311,-76.45651841,502
Pennsylvania,US,40.6154815,-75.59435245,2245
Pennsylvania,US,41.17823008,-75.98447579,1767
Pennsylvania,US,41.34310539,-77.06629984,40
Pennsylvania,US,41.80938602,-78.56478358,4
Pennsylvania,US,41.30248872,-80.25816981,59
Pennsylvania,US,40.61116939,-77.61070738,20
Pennsylvania,US,41.05934058,-75.34031025,970
Pennsylvania,US,40.21053671,-75.36652296,3040
Pennsylvania,US,41.03023987,-76.66345939,48
Pennsylvania,US,40.75182733,-75.30471829,1469
Pennsylvania,US,40.84785433,-76.70798222,73
Pennsylvania,US,40.40206612,-77.26297447,20
Pennsylvania,US,40.00338507,-75.1379271,9553
Pennsylvania,US,41.33155042,-75.03208106,304
Pennsylvania,US,41.74471626,-77.89559864,4
Pennsylvania,US,40.70497338,-76.2150785,267
Pennsylvania,US,40.77129231,-77.06840691,28
Pennsylvania,US,39.97172723,-79.02699593,19
Pennsylvania,US,41.44634738,-76.51246591,1
Pennsylvania,US,41.82147784,-75.80071959,66
Pennsylvania,US,41.77255149,-77.25433032,14
Pennsylvania,US,40.96188846,-77.05996014,28
Pennsylvania,US,41.40323442,-79.75845449,6
Pennsylvania,US,41.81304978,-79.26969577,1
Pennsylvania,US,40.19208869,-80.24582867,83
Pennsylvania,US,41.64938475,-75.29956506,85
Pennsylvania,US,40.31377979999999,-79.46615476,286
Pennsylvania,US,41.51955538,-76.01074915,17
Pennsylvania,US,39.9210089,-76.73040131,493
Rhode Island,US,41.71018079,-71.28652315,67
Rhode Island,US,41.67106337,-71.57641596,366
Rhode Island,US,41.5642026,-71.26569799,107
Rhode Island,US,41.87064746,-71.57753536,3491
Rhode Island,US,41.45961631,-71.61435303,198
South Carolina,US,34.22333378,-82.46170658,17
South Carolina,US,33.54338026,-81.63645384,70
South Carolina,US,32.98837386,-81.35321066,6
South Carolina,US,34.51828081,-82.63959517,134
South Carolina,US,33.21927586,-81.05659969,7
South Carolina,US,33.26679302,-81.43584352,6
South Carolina,US,32.39226291,-80.72619758,225
South Carolina,US,33.20222596,-79.94654523,138
South Carolina,US,33.66926881,-80.77722168,6
South Carolina,US,32.82487866,-79.96512315,391
South Carolina,US,35.05122251,-81.61828622,14
South Carolina,US,34.69249168,-81.1583216,25
South Carolina,US,34.64137396,-80.15640140000002,36
South Carolina,US,33.66610974,-80.21647898,120
South Carolina,US,32.87582989,-80.67641292,23
South Carolina,US,34.33358335,-79.96027485,69
South Carolina,US,34.39007791,-79.37741872,22
South Carolina,US,33.0794369,-80.40502652,88
South Carolina,US,33.77221995,-81.96231108,12
South Carolina,US,34.39287073,-81.1195624,25
South Carolina,US,34.02361754,-79.70189312,153
South Carolina,US,33.43443342,-79.33202141,34
South Carolina,US,34.89502264,-82.37295012,498
South Carolina,US,34.15272415,-82.12715789,37
South Carolina,US,32.77419582,-81.13845571,21
South Carolina,US,33.9212828,-78.99555293,185
South Carolina,US,32.43171982,-81.02487495,15
South Carolina,US,34.33988254,-80.58763164,201
South Carolina,US,34.68270843,-80.70513032,79
South Carolina,US,34.48244419,-82.00490796,20
South Carolina,US,34.16393091,-80.25690731,42
South Carolina,US,33.89665987,-81.27146426,274
South Carolina,US,33.90161443,-82.30794338,6
South Carolina,US,34.07859748,-79.36400756,15
South Carolina,US,34.59905577,-79.67561152,29
South Carolina,US,34.28629098,-81.59935761,21
South Carolina,US,34.75225169,-83.06742317,17
South Carolina,US,33.4391073,-80.79886287,44
South Carolina,US,34.88807695,-82.72791551,39
South Carolina,US,34.01791263,-80.90267209,657
South Carolina,US,34.00795823,-81.72713237,12
South Carolina,US,34.92960077,-81.99225984,219
South Carolina,US,33.91826534,-80.37942316,185
South Carolina,US,34.68835752,-81.61730349,24
South Carolina,US,33.62190129,-79.72767442,26
South Carolina,US,34.97281497,-81.18085944,159
South Dakota,US,43.71757685,-98.56050467,1
South Dakota,US,44.41464384,-98.27858469,21
South Dakota,US,42.98914167,-97.88592746,4
South Dakota,US,44.36974375,-96.79079945,9
South Dakota,US,45.58994323,-98.35165355,20
South Dakota,US,43.20660134,-98.58856175,4
South Dakota,US,44.85834507,-97.72925109,1
South Dakota,US,42.91296147,-96.97656917,5
South Dakota,US,44.97788119,-97.18827677,13
South Dakota,US,45.70889983,-101.1970473,1
South Dakota,US,43.67490933,-98.14458906,3
South Dakota,US,44.75994309,-96.66943645,1
South Dakota,US,43.23929297,-103.5275691,1
South Dakota,US,45.07082625,-99.14535601,1
South Dakota,US,44.67385954,-97.18829593,2
South Dakota,US,44.39091534,-99.99661148,5
South Dakota,US,43.33449012,-97.75536441,2
South Dakota,US,44.54747703,-99.48572582,1
South Dakota,US,44.06637798,-98.62965972,4
South Dakota,US,44.02193107,-97.12926365,3
South Dakota,US,44.35919441,-103.7929428,9
South Dakota,US,43.27841182,-96.7203905,95
South Dakota,US,43.89522709,-99.85201878,2
South Dakota,US,43.6742571,-97.36863144,3
South Dakota,US,45.75870838,-97.59855639,1
South Dakota,US,44.56676791,-102.7162741,1
South Dakota,US,44.02197882,-97.60992207,1
South Dakota,US,43.67441641,-96.7910885,1405
South Dakota,US,44.02266214,-96.67081159,1
South Dakota,US,43.33749164,-102.5555498,1
South Dakota,US,44.0025835,-102.8240777,11
South Dakota,US,45.62975048,-96.94672673,4
South Dakota,US,44.02351092,-98.0909816,3
South Dakota,US,44.93837606,-98.34626602,3
South Dakota,US,44.71571812,-100.1278092,1
South Dakota,US,43.19338568,-100.7195503,1
South Dakota,US,43.3109081,-97.14865776,6
South Dakota,US,42.83112163,-96.6557828,7
South Dakota,US,45.43019636,-100.0307514,5
South Dakota,US,43.00924485,-97.39467635,23
Tennessee,US,36.12684348,-84.19965764,16
Tennessee,US,35.51123746,-86.45549096,76
Tennessee,US,36.07110411,-88.06849355,4
Tennessee,US,35.59942968,-85.20611967,10
Tennessee,US,35.68938198,-83.92847788,46
Tennessee,US,35.15739424,-84.857186,37
Tennessee,US,36.40355516,-84.15108559999999,13
Tennessee,US,35.80990797,-86.05738983,8
Tennessee,US,35.97366108,-88.45189331,15
Tennessee,US,36.28969086,-82.12588974,5
Tennessee,US,36.26136216,-87.08903581,22
Tennessee,US,35.42527478,-88.6095842,8
Tennessee,US,36.48319149,-83.65947309,5
Tennessee,US,36.55151008,-85.53930419,5
Tennessee,US,35.9278914,-83.11828725,11
Tennessee,US,35.49090731,-86.07311784,20
Tennessee,US,35.81830662,-89.14916269,6
Tennessee,US,35.95271721,-84.99840585,58
Tennessee,US,36.17007426,-86.78646056,1675
Tennessee,US,35.60048904,-88.11043779,4
Tennessee,US,35.97616272,-85.83689361,12
Tennessee,US,36.14669837,-87.35891709,46
Tennessee,US,36.05931946,-89.41542855,28
Tennessee,US,35.19615831,-89.41399032,46
Tennessee,US,36.38128818,-84.92870012,4
Tennessee,US,35.15634626,-86.09201039,27
Tennessee,US,35.99438059,-88.93358327,31
Tennessee,US,35.20222469,-87.03992678,5
Tennessee,US,36.27469206,-83.51254721,4
Tennessee,US,36.17470125,-82.84691273,35
Tennessee,US,35.38433717,-85.72142731,25
Tennessee,US,36.21990035,-83.26586179,8
Tennessee,US,35.17670231,-85.16652245,118
Tennessee,US,35.20772017,-88.99161161,7
Tennessee,US,35.19732531,-88.18593755,4
Tennessee,US,36.44355426,-82.94885298,27
Tennessee,US,35.58332824,-89.28536625,13
Tennessee,US,35.65581134,-88.38600175,4
Tennessee,US,36.33160906,-88.30121797,9
Tennessee,US,35.80609681,-87.47643507,2
Tennessee,US,36.28872054,-87.71878828,4
Tennessee,US,36.03958805,-87.77992872,6
Tennessee,US,36.36380466,-85.67239905,6
Tennessee,US,36.04818632,-83.45148924,16
Tennessee,US,36.45523950000001,-81.84886538,2
Tennessee,US,35.99508821,-83.94635435,193
Tennessee,US,36.34180170000001,-89.48921915,4
Tennessee,US,35.75893438,-89.63015909999999,16
Tennessee,US,35.21675201,-87.39787695,15
Tennessee,US,35.52853208,-87.49022694,2
Tennessee,US,35.13738622,-86.58910106,10
Tennessee,US,35.73939663,-84.31145275,23
Tennessee,US,35.42812616,-84.61520715,6
Tennessee,US,35.17468549,-88.5647812,9
Tennessee,US,36.53157855,-86.00778595,34
Tennessee,US,35.61181957,-88.84076036,87
Tennessee,US,35.12997174,-85.62265895,28
Tennessee,US,35.45798777,-86.76420988,16
Tennessee,US,35.6187413,-87.07462444,34
Tennessee,US,35.51558739,-84.81482914,3
Tennessee,US,35.44550387,-84.24902965,11
Tennessee,US,36.49609412,-87.38550661,122
Tennessee,US,35.27724699,-86.36230578,2
Tennessee,US,36.13248031,-84.64880098,5
Tennessee,US,36.35732446,-89.14921589,9
Tennessee,US,36.34117832,-85.28989535,7
Tennessee,US,35.63708728,-87.86139634,6
Tennessee,US,35.12245443,-84.52075859,5
Tennessee,US,36.14005459,-85.50646123,96
Tennessee,US,35.60536161,-84.93076643,2
Tennessee,US,35.84923189,-84.52458689,8
Tennessee,US,36.52454807,-86.87346725,116
Tennessee,US,35.84591405,-86.4107263,328
Tennessee,US,36.42325673,-84.50360494,11
Tennessee,US,35.36979721,-85.41022136,3
Tennessee,US,35.78077323,-83.52244332,26
Tennessee,US,35.1864775,-89.89692423,1839
Tennessee,US,36.25359775,-85.95411046,14
Tennessee,US,36.50235092,-87.83920548,6
Tennessee,US,36.51240691,-82.30412917,45
Tennessee,US,36.46824103,-86.45917204,518
Tennessee,US,35.501942,-89.73694895,83
Tennessee,US,36.39026213,-86.16087954,21
Tennessee,US,36.10890856,-82.43709629,1
Tennessee,US,36.28590426,-83.83651902,3
Tennessee,US,35.69864497,-85.45221699,1
Tennessee,US,35.6728299,-85.77969117,5
Tennessee,US,36.29472368,-82.49454720000001,46
Tennessee,US,35.23868267,-87.78644456,2
Tennessee,US,36.29896232,-88.71990865,8
Tennessee,US,35.92929884,-85.45591799,4
Tennessee,US,35.89099229,-86.89281867,357
Tennessee,US,36.15496772,-86.29775884,185
Texas,US,31.81534745,-95.65354823,8
Texas,US,32.30468633,-102.6376548,19
Texas,US,31.25457347,-94.60901487,23
Texas,US,28.10556197,-96.9995047,2
Texas,US,34.96507426,-101.3574874,1
Texas,US,28.89333001,-98.52730485,12
Texas,US,29.88548725,-96.27736949,12
Texas,US,29.74619598,-99.24598147,4
Texas,US,30.10370699,-97.31206354,44
Texas,US,28.41761668,-97.74215593,5
Texas,US,31.03736027,-97.4785025,126
Texas,US,29.44928723,-98.52019748,1015
Texas,US,30.26640707,-98.3999852,5
Texas,US,31.89978581,-97.63613524,1
Texas,US,33.44626922,-94.41834132,57
Texas,US,29.18757369,-95.44563172,315
Texas,US,30.663644800000004,-96.30205577,170
Texas,US,31.77430356,-98.99907113,13
Texas,US,30.49273808,-96.62158484,9
Texas,US,30.78801353,-98.181887,9
Texas,US,29.83668859,-97.61814775,8
Texas,US,28.47048236,-96.61633945,21
Texas,US,32.29760619,-99.37326312,1
Texas,US,26.14524221,-97.48140372,298
Texas,US,32.97195142,-94.97790104,6
Texas,US,35.40365929,-101.3542669,1
Texas,US,33.07499881,-94.34646905,11
Texas,US,34.53016752,-102.2617243,11
Texas,US,29.70972016,-94.67154501,35
