Province/State,Country/Region,Lat,Long,4/20/20
Georgia,US,33.95436462,-83.37124007,114
Georgia,US,31.62221166,-84.97713865,20
Georgia,US,33.54187245,-84.35594188,540
Georgia,US,30.91395822,-82.70432472,7
Georgia,US,33.94243204,-84.5761255,1196
Georgia,US,31.54892966,-82.85492059999999,83
Georgia,US,31.18810588,-83.7677946,145
Georgia,US,33.54534185,-82.263524,116
Georgia,US,31.16068491,-83.42947229,13
Georgia,US,33.35334302,-84.76129976,169
Georgia,US,32.71391813,-83.98061238,14
Georgia,US,31.92289565,-83.76811843,125
Georgia,US,34.854916700000004,-85.50490424,10
Georgia,US,34.44244079,-84.16964071,45
Georgia,US,30.87967778,-84.57619536,61
Georgia,US,33.76944049,-84.22396017,1521
Georgia,US,32.17265114,-83.16948926,19
Georgia,US,32.15630737,-83.79746561,71
Georgia,US,31.53328528,-84.21722377,1436
Georgia,US,33.70291126,-84.77026156,243
Georgia,US,31.32155345,-84.90255207,173
Georgia,US,30.71101099,-82.89687287,4
Georgia,US,32.36616021,-81.34280942,27
Georgia,US,34.11302332,-82.83936148,7
Georgia,US,32.59221302,-82.30239915,14
Georgia,US,32.15328841,-81.8870105,3
Georgia,US,34.86430205,-84.316964,19
Georgia,US,33.41357794,-84.49089434,143
Georgia,US,34.26268279,-85.21577392,126
Georgia,US,34.22604035,-84.12315129999998,211
Georgia,US,34.37525597,-83.23159927,12
Georgia,US,33.79216944,-84.46319413,2198
Georgia,US,34.69316688,-84.45802506,15
Georgia,US,31.23279254,-81.53811412,49
Georgia,US,34.50487351,-84.87296253,67
Georgia,US,30.87454847,-84.23418364,34
Georgia,US,33.5769205,-83.17139104,45
Georgia,US,33.96044201,-84.02137802,1181
Georgia,US,34.63331566,-83.53094677,99
Georgia,US,34.32207823,-83.81896936,702
Georgia,US,33.2721566,-82.99766919,10
Georgia,US,33.79602175,-85.21005667,22
Georgia,US,32.73709786,-84.90538572,45
Georgia,US,34.34626973,-82.96567682,6
Georgia,US,33.29686567,-85.12886832,7
Georgia,US,33.4533428,-84.14814659999998,382
Georgia,US,32.45802497,-83.66879087,182
Georgia,US,31.60213036,-83.27501387,15
Georgia,US,34.13794553,-83.56814788,55
Georgia,US,33.31535543,-83.68844964,18
Georgia,US,31.80405727,-82.63724870000001,7
Georgia,US,33.05867328,-82.41609057,11
Georgia,US,32.79248718,-81.96040187,13
Georgia,US,32.70211082,-82.66166794,34
Georgia,US,33.02512137,-83.56019163,20
Georgia,US,33.07841647,-84.14263877,27
Georgia,US,31.03828570000001,-83.06472457,7
Georgia,US,32.46325233,-82.92221316,43
Georgia,US,31.779330600000005,-84.14324253,276
Georgia,US,31.82588896,-81.49251135,34
Georgia,US,33.79201475,-82.45024131,9
Georgia,US,31.75218791,-81.74952375,2
Georgia,US,30.83568832,-83.27056716,101
Georgia,US,34.57286511,-84.00425681,24
Georgia,US,33.47851918,-82.48252774,37
Georgia,US,31.49683595,-81.40163426,4
Georgia,US,32.35207048,-84.04234127,53
Georgia,US,34.12920917,-83.21218732,15
Georgia,US,32.3483402,-84.52733571,29
Georgia,US,33.04163534,-84.68859732,46
Georgia,US,31.16568912,-84.73151117,23
Georgia,US,31.22483255,-84.19381821,210
Georgia,US,33.014289,-83.92097166,15
Georgia,US,32.17201038,-82.53527476,2
Georgia,US,33.59232073,-83.49129491,22
Georgia,US,34.78897608,-84.74993177,18
Georgia,US,32.50931999,-84.87142262,229
Georgia,US,33.55514538,-83.84547140000002,139
Georgia,US,33.83749973,-83.43679568,51
Georgia,US,33.878629600000004,-83.08278123,34
Georgia,US,33.91969522,-84.86848792,141
Georgia,US,32.56934316,-83.82937,35
Georgia,US,34.46589159,-84.46406611,18
Georgia,US,31.35928155,-82.21598442,51
Georgia,US,33.09310242,-84.38790389,33
Georgia,US,34.00267074,-85.18677781,36
Georgia,US,32.23334561,-83.47549959999998,18
Georgia,US,33.32056115,-83.37552891,25
Georgia,US,31.86728114,-85.01773177,3
Georgia,US,34.88389445,-83.40304637,8
Georgia,US,31.76622818,-84.75732369,145
Georgia,US,33.35777107,-82.07026432,283
Georgia,US,33.65145002,-84.02202167,140
Georgia,US,32.2654021,-84.31258912,16
Georgia,US,32.74976524,-81.60779441,11
Georgia,US,30.93464824,-84.86823924,25
Georgia,US,33.26310031,-84.28013991,135
Georgia,US,34.55151201,-83.29405315,40
Georgia,US,32.07996777,-84.83208037,17
Georgia,US,32.03650571,-84.19821492,332
Georgia,US,32.69642758,-84.53351366,19
Georgia,US,32.04785085,-82.05539188,5
Georgia,US,32.55792548,-84.25077141,13
Georgia,US,31.92829517,-82.93491155,15
Georgia,US,31.77527543,-84.44069698,150
Georgia,US,30.86392347,-83.91847289,126
Georgia,US,31.45743864,-83.5236119,92
Georgia,US,32.12059861,-82.32957247,20
Georgia,US,34.91369188,-83.74107459999998,15
Georgia,US,32.40422134,-82.56904553,2
Georgia,US,33.03349196,-85.02812115,100
Georgia,US,31.71612656,-83.62069378,59
Georgia,US,32.67435595,-83.43078662,4
Georgia,US,34.82995757,-83.98967069,16
Georgia,US,32.87920671,-84.30024826,175
Georgia,US,34.73376362,-85.30165174,19
Georgia,US,33.78017694,-83.73552314,63
Georgia,US,31.05449097,-82.42224148,88
Georgia,US,33.41146451,-82.67795848,10
Georgia,US,32.96711864,-82.79357039,25
Georgia,US,31.5521809,-81.91894878,8
Georgia,US,32.04066113,-84.54742852,6
Georgia,US,32.12009104,-82.72574721,3
Georgia,US,34.64624278,-83.74905525,30
Georgia,US,34.80987459,-84.96093476,45
Georgia,US,31.97496928,-83.43438555,44
Georgia,US,33.78290391,-82.74286107,18
Georgia,US,32.80291082,-83.17140684,22
Georgia,US,31.55162306,-83.85090513,128
Hawaii,US,19.60121157,-155.5210167,64
Hawaii,US,21.45803166,-157.97121819999995,385
Hawaii,US,22.03935037,-159.5966786,21
Hawaii,US,20.86399628,-156.56890969999995,108
Idaho,US,43.4526575,-116.24155159999998,598
Idaho,US,44.89333571,-116.4545247,1
Idaho,US,42.67002716,-112.2233311,8
Idaho,US,43.21672879999999,-112.3978437,3
Idaho,US,43.4085812,-113.9752658,476
Idaho,US,48.29996017,-116.6017932,4
Idaho,US,43.38713372,-111.6161537,24
Idaho,US,43.46665742,-114.8065892,1
Idaho,US,43.61970148,-116.7095499,187
Idaho,US,42.77149116,-111.5597683,1
Idaho,US,42.28347888,-113.6012409,10
Idaho,US,44.24186819,-114.2855494,2
Idaho,US,43.3507101,-115.4701578,22
Idaho,US,44.22800938,-111.4809943,2
Idaho,US,44.06482372,-116.398376,10
Idaho,US,42.96927962,-114.8108306,8
Idaho,US,45.84721541,-115.4634436,3
Idaho,US,43.82078483,-112.3131749,5
Idaho,US,42.68891267,-114.2655033,44
Idaho,US,47.67282258,-116.7020872,51
Idaho,US,46.81587887,-116.7113698,3
Idaho,US,43.0012336,-114.1358773,17
Idaho,US,43.78141028,-111.65384740000002,8
Idaho,US,42.85518524,-113.6357257,10
Idaho,US,46.32638236,-116.7500975,30
Idaho,US,42.58016894,-116.1693871,4
Idaho,US,44.00545243,-116.7647695,10
Idaho,US,42.69254894,-112.83957420000002,2
Idaho,US,43.75303583,-111.2056773,8
Idaho,US,42.35440512,-114.6685381,117
Idaho,US,44.76728382,-115.5676773,2
Idaho,US,44.45275475,-116.7847688,1
Illinois,US,39.98815591,-91.18786813,34
Illinois,US,37.18049267,-89.32910838,2
Illinois,US,38.88829622,-89.43534887,4
Illinois,US,42.32359279,-88.82345779,33
Illinois,US,41.40385234,-89.5283051,8
Illinois,US,39.16840183,-90.66330078,1
Illinois,US,42.06823429,-89.93395545,6
Illinois,US,40.13919438,-88.20046615,95
Illinois,US,39.54581621,-89.27780482,27
Illinois,US,39.33425789,-87.78705622,4
Illinois,US,38.75388572,-88.48914513,1
Illinois,US,38.60704876,-89.42385254,45
Illinois,US,39.51949084,-88.22358557,16
Illinois,US,41.84144849,-87.81658794,22101
Illinois,US,39.0032229,-87.75954624,4
Illinois,US,39.27432424,-88.2401158,2
Illinois,US,41.89373302,-88.76958483,55
Illinois,US,40.17514519,-88.90959682,1
Illinois,US,39.76768052,-88.21854195,12
Illinois,US,41.85116968,-88.08642662,1761
Illinois,US,39.05935711,-88.58969584,4
Illinois,US,39.00072038,-89.02452658,15
Illinois,US,40.59706922,-88.22350769,6
Illinois,US,37.99189086,-88.92567818,5
Illinois,US,40.47289135,-90.20862357,1
Illinois,US,37.76430935,-88.22953869,2
Illinois,US,39.35907414,-90.388865,1
Illinois,US,41.28569601,-88.41905692,26
Illinois,US,38.08163641,-88.53883373,1
Illinois,US,40.40423981,-91.16313899,3
Illinois,US,40.81908672,-90.92491462,2
Illinois,US,41.3533994,-90.13296166,30
Illinois,US,40.74717633,-87.82466784,13
Illinois,US,37.78595185,-89.38232563,44
Illinois,US,39.01054275,-88.15437049,20
Illinois,US,38.29980057,-88.9240025,32
Illinois,US,39.08869046,-90.35393073,8
Illinois,US,42.36542373,-90.21094405,12
Illinois,US,37.45939802,-88.88165419,2
Illinois,US,41.93842729,-88.42861412,638
Illinois,US,41.13746989,-87.86205334,278
Illinois,US,41.59081014,-88.42869583,138
Illinois,US,40.93148779,-90.21330340000002,10
Illinois,US,42.3224907,-88.00367925,2216
Illinois,US,41.34426129999999,-88.88633881,30
Illinois,US,38.71987914,-87.72884035,2
Illinois,US,41.74583951,-89.29977132,17
Illinois,US,40.89188292,-88.55784752,17
Illinois,US,40.12581572,-89.36638784,4
Illinois,US,40.45674722,-90.67775541,3
Illinois,US,42.32451172,-88.45248227,351
Illinois,US,40.48996987,-88.84621113,86
Illinois,US,39.86064913,-88.96342505,55
Illinois,US,39.26119767,-89.92424028,21
Illinois,US,38.83042506,-89.90422563,184
Illinois,US,38.64963204,-88.91899208,20
Illinois,US,41.0327901,-89.34510444,4
Illinois,US,40.23917274,-89.91824452,5
Illinois,US,37.22078441,-88.71036614,3
Illinois,US,40.02742725,-89.80246001,3
Illinois,US,41.20596782,-90.74290052,5
Illinois,US,38.27594376,-90.17761038,54
Illinois,US,39.23198845,-89.47809254,16
Illinois,US,39.71654544,-90.20255104,13
Illinois,US,39.64187451,-88.62099969,2
Illinois,US,42.04165196,-89.32184679,58
Illinois,US,40.78702156,-89.76078901,43
Illinois,US,38.08510853,-89.36856219,1
Illinois,US,40.01360584,-88.59319339,7
Illinois,US,39.62265059,-90.8877017,1
Illinois,US,37.22631423,-89.13085001,9
Illinois,US,38.05095369,-89.82512254,58
Illinois,US,38.71240969,-88.08475366,2
Illinois,US,41.46613806,-90.57042164,211
Illinois,US,38.46996033,-89.93063427,276
Illinois,US,37.75332999,-88.54119706,3
Illinois,US,39.75836914,-89.65872023,64
Illinois,US,40.1571798,-90.61114163,1
Illinois,US,39.39133527,-88.80611122,4
Illinois,US,41.09309773,-89.79745866,1
Illinois,US,42.35129217,-89.662598,12
Illinois,US,40.50716185,-89.51404662,26
Illinois,US,37.47119609,-89.25548938,5
Illinois,US,40.18417171,-87.73384359,9
Illinois,US,38.44272901,-87.84922065,1
Illinois,US,40.84925021,-90.6147432,15
Illinois,US,38.35309213,-89.40982703,7
Illinois,US,38.42955355,-88.42586459,1
Illinois,US,41.75509713,-89.91556058,41
Illinois,US,41.44619267,-87.97862712,1692
Illinois,US,37.73033511,-88.92994027,15
Illinois,US,42.33641854,-89.16085327,195
Illinois,US,40.78579374,-89.20973757,11
Indiana,US,40.7457653,-84.93671406,7
Indiana,US,41.09194313,-85.06800636,327
Indiana,US,39.20744865,-85.89558181,140
Indiana,US,40.60626947,-87.31093999,4
Indiana,US,40.47388153,-85.32499702,6
Indiana,US,40.0509304,-86.46841646,154
Indiana,US,39.19605589,-86.22868909,14
Indiana,US,40.580783200000006,-86.56198812,7
Indiana,US,40.76135835,-86.34830753,87
Indiana,US,38.48015445,-85.70510334,177
Indiana,US,39.39561833,-87.11723506,20
Indiana,US,40.30319754,-86.47277257,19
Indiana,US,38.28814402,-86.44518825,13
Indiana,US,38.70186039,-87.07185406,34
Indiana,US,39.14647946,-84.97333539,68
Indiana,US,39.30712658,-85.50087166,168
Indiana,US,41.39804622,-84.99906934,13
Indiana,US,40.22787247,-85.39732772,114
Indiana,US,38.36597551,-86.87924170000002,16
Indiana,US,41.59761169,-85.85875695,164
Indiana,US,39.63684962,-85.17797541,22
Indiana,US,38.32117957,-85.90385377,142
Indiana,US,40.12361933,-87.24217689,8
Indiana,US,39.4142482,-85.06062647,90
Indiana,US,41.0469907,-86.26252745,6
Indiana,US,38.30393723,-87.58054938,5
Indiana,US,40.51587228,-85.65468702,78
Indiana,US,39.03630547,-86.96223202,42
Indiana,US,40.07306535,-86.05244729,598
Indiana,US,39.82304555,-85.77566351,151
Indiana,US,38.19467379,-86.10948271,101
Indiana,US,39.76719009,-86.51037283,499
Indiana,US,39.93029017,-85.39625719,31
Indiana,US,40.48527731,-86.11351892,72
Indiana,US,40.82907273,-85.48822092,6
Indiana,US,38.90915820000001,-86.03851889,89
Indiana,US,41.02078733,-87.11553319,25
Indiana,US,40.43781032,-85.00576229,10
Indiana,US,38.78576239,-85.43633383,20
Indiana,US,38.99588883,-85.62710784,64
Indiana,US,39.48994426,-86.10149107,426
Indiana,US,38.68861576,-87.4194665,18
Indiana,US,41.24521668,-85.86312322,22
Indiana,US,41.64232188,-85.42674232,17
Indiana,US,41.41874274,-87.38277575,1182
Indiana,US,41.54366008,-86.74072188,140
Indiana,US,38.84112637,-86.48361629,81
Indiana,US,40.16143691,-85.71964711,340
Indiana,US,39.78163624,-86.13826325,4052
Indiana,US,41.32467367,-86.26185087,24
Indiana,US,38.7099921,-86.80373186,6
Indiana,US,40.76940965,-86.04525048,22
Indiana,US,39.16130004,-86.52414358,114
Indiana,US,40.04034823,-86.89335024,26
Indiana,US,39.47899078,-86.44573375,119
Indiana,US,40.95610449,-87.39635768,31
Indiana,US,41.39672484,-85.41966713,38
Indiana,US,38.955305,-84.96515993,1
Indiana,US,38.54118920000001,-86.49523093,34
Indiana,US,39.31145587,-86.83900724,21
Indiana,US,39.77202286,-87.20375833,9
Indiana,US,38.07809328,-86.63741946,6
Indiana,US,38.40112197,-87.23574907,1
Indiana,US,41.45986947,-87.06848888,180
Indiana,US,38.02097333,-87.86480429,7
Indiana,US,41.04166107,-86.69890683,1
Indiana,US,39.66437981,-86.84517605,51
Indiana,US,40.15734772,-85.01139319,12
Indiana,US,39.10235626,-85.26212744,82
Indiana,US,39.62002287,-85.4655599,21
Indiana,US,41.61756781,-86.29040834,412
Indiana,US,38.68672078,-85.74627859,24
Indiana,US,39.52305623,-85.79158570000001,111
Indiana,US,38.01519732,-87.0079644,4
Indiana,US,41.27890281,-86.64686895,11
Indiana,US,41.64423868,-85.00101094,17
Indiana,US,39.08952258,-87.41414469,9
Indiana,US,38.82767338,-85.03022429,13
Indiana,US,40.38872739,-86.89413959,58
Indiana,US,40.31123252,-86.05234925,13
Indiana,US,39.62550777,-84.92497066,6
Indiana,US,38.02658833,-87.58763124,87
Indiana,US,39.8523352,-87.46160542,6
Indiana,US,39.42944561,-87.39169027,58
Indiana,US,40.84704239,-85.79328272,10
Indiana,US,40.34728141,-87.35602659,7
Indiana,US,38.08922676,-87.2716085,59
Indiana,US,38.60219804,-86.1049363,31
Indiana,US,39.8633444,-85.01044989,28
Indiana,US,40.72934187,-85.22132966,5
Indiana,US,40.74911165,-86.86492015,8
Indiana,US,41.13863784,-85.50791236,16
Iowa,US,41.33075609,-94.47105874,1
Iowa,US,43.28383218,-91.37860922,40
Iowa,US,40.74324454,-92.86865906,2
Iowa,US,41.6844628,-94.90581859,1
Iowa,US,42.08011739,-92.06463573,23
Iowa,US,42.4704581,-92.30524729,259
Iowa,US,42.03657094,-93.9313999,6
Iowa,US,42.77461496,-92.31795937,28
Iowa,US,42.4709188,-91.83510825,11
Iowa,US,42.73545875,-95.15100162,2
Iowa,US,42.73172833,-92.79015971,1
Iowa,US,42.03617207,-94.86032705,1
Iowa,US,41.33149454,-94.92792482,1
Iowa,US,41.77233777,-91.13246684,26
Iowa,US,43.08177563,-93.2612239,14
Iowa,US,43.06001295,-92.31773347,3
Iowa,US,41.02868181,-93.78499767,2
Iowa,US,43.08247182,-95.15096481,3
Iowa,US,42.84443388,-91.34133693,7
Iowa,US,41.89981633,-90.53275096,42
Iowa,US,42.03718237,-95.3819718,6
Iowa,US,41.68560356,-94.04127625,52
Iowa,US,42.47104597,-91.3664492,2
Iowa,US,40.92012606,-91.18326592,13
Iowa,US,43.37787725,-95.1510206,1
Iowa,US,42.46815349,-90.88181925,46
Iowa,US,42.86271799,-91.8441231,6
Iowa,US,42.73270384,-93.26256925,1
Iowa,US,42.03614551,-94.39658081,1
Iowa,US,42.40183723,-92.78829551,5
Iowa,US,41.68378965,-94.50111014,4
Iowa,US,42.38382428,-93.70197703,2
Iowa,US,43.08178477,-93.73454884,3
Iowa,US,42.38353877,-93.23654611,3
Iowa,US,41.68330137,-95.81558439,14
Iowa,US,40.98767962,-91.54436349,27
Iowa,US,43.35671042,-92.31702714,4
Iowa,US,41.68630265,-92.0643373,13
Iowa,US,42.17178824,-90.57354837,5
Iowa,US,41.68576082,-93.05567785,42
Iowa,US,41.03192394,-91.94849466,6
Iowa,US,41.67169354,-91.58754744,303
Iowa,US,42.12118609,-91.13139641,15
Iowa,US,41.33649833,-92.1785067,3
Iowa,US,43.20405458,-94.20691791,1
Iowa,US,40.64181461,-91.48183025,3
Iowa,US,42.07923082,-91.59809485,409
Iowa,US,41.21842119,-91.26102611,215
Iowa,US,43.38107862,-96.20926845,5
Iowa,US,41.33081904,-94.01554631,3
Iowa,US,41.33521503,-92.64083907,8
Iowa,US,41.33445101,-93.09934783,5
Iowa,US,42.03586837,-92.9990819,173
Iowa,US,41.03299766,-95.61920963,2
Iowa,US,43.35638371,-92.78887719,2
Iowa,US,42.05220391,-95.95743843,7
Iowa,US,41.03018714,-95.15642896,1
Iowa,US,41.48370744,-91.1121697,218
Iowa,US,43.08310673,-95.62474482,3
Iowa,US,43.37824276,-95.62422844,3
Iowa,US,40.7393172,-95.1497813,4
Iowa,US,42.737633,-96.21366621,8
Iowa,US,41.68679484,-93.57767461,387
Iowa,US,41.33640314,-95.53907776,18
Iowa,US,41.68625425,-92.53155731,13
Iowa,US,41.63935978,-90.61959493,171
Iowa,US,41.6850066,-95.31015553,9
Iowa,US,43.08221074,-96.1767568,7
Iowa,US,42.03621213,-93.46499005,20
Iowa,US,42.07991767,-92.53266945,197
Iowa,US,40.73710579,-94.69778563,1
Iowa,US,41.0277278,-94.24234847,1
Iowa,US,40.75326764,-91.95017958,8
Iowa,US,41.03064984,-92.40954728,6
Iowa,US,41.33559454,-93.56007641,20
Iowa,US,41.33577126,-91.71725711,121
Iowa,US,42.42853483,-94.17987389,4
Iowa,US,43.37751174,-93.73407298,2
Iowa,US,43.29094334,-91.84422722,6
Iowa,US,42.38979414,-96.0459439,44
Iowa,US,43.37750768,-93.26087602,1
Iowa,US,42.73305373,-93.73515113,1
Kansas,US,39.53185661,-95.30870026,6
Kansas,US,37.2288586,-98.68460053,1
Kansas,US,38.47889676,-98.75636726,7
Kansas,US,37.85508555,-94.84865997,7
Kansas,US,37.78134351,-96.83878537,12
Kansas,US,38.30292938,-96.59563862,1
Kansas,US,37.14994405,-96.2454192,3
Kansas,US,37.16928494,-94.8462897,7
Kansas,US,39.34948772,-97.16518128,5
Kansas,US,39.48028352,-97.64925343,3
Kansas,US,38.2365018,-95.73379515,47
Kansas,US,37.23781842,-96.83776647,1
Kansas,US,37.50675523,-94.85245778,6
Kansas,US,38.86600962,-97.15532383,1
Kansas,US,39.79067154,-95.14056866,1
Kansas,US,38.88503636,-95.2925121,43
Kansas,US,37.88735543,-99.31263309,1
Kansas,US,38.91458712,-99.31751551,8
Kansas,US,38.04340344,-100.7381938,41
Kansas,US,37.69200114,-99.88825298,180
Kansas,US,38.56443815,-95.28644341,12
Kansas,US,38.99871131,-96.7577178,9
Kansas,US,38.91588178,-100.4829321,1
Kansas,US,37.73836671,-100.4369088,1
Kansas,US,37.8774388,-96.23250453,2
Kansas,US,37.99978709,-101.7921066,1
Kansas,US,38.04293782,-97.42747573,5
Kansas,US,37.5620394,-100.8710738,1
Kansas,US,39.41673394,-95.79356799,1
Kansas,US,39.2347941,-95.38289232,6
Kansas,US,39.78470589,-98.21820662,4
Kansas,US,38.88548175,-94.82250877,377
Kansas,US,38.00017981,-101.321681,2
Kansas,US,37.19113093,-95.29849679,20
Kansas,US,39.20183497,-95.03620809,135
Kansas,US,38.21267844,-94.84254089,6
Kansas,US,38.45576156,-96.15275715,77
Kansas,US,38.39184858,-97.64769869,17
Kansas,US,38.35855394,-97.0985251,5
Kansas,US,38.56383358,-94.83832189,4
Kansas,US,39.39331582,-98.20906732,2
Kansas,US,37.19236568,-95.74329258,12
Kansas,US,38.68827511,-96.65128437,2
Kansas,US,37.19141121,-101.79925190000002,2
Kansas,US,37.55862897,-95.30670046,2
Kansas,US,38.65235984,-95.72707998,4
Kansas,US,39.3503437,-98.76753828,2
Kansas,US,39.13237408,-97.65020313,3
Kansas,US,39.78465501,-99.34668865,1
Kansas,US,39.37925655,-96.34564657,6
Kansas,US,37.64780729,-98.73922153,1
Kansas,US,37.95230263,-98.08607292,15
Kansas,US,39.82799632,-97.65036709,4
Kansas,US,39.28935726,-96.73420026,29
Kansas,US,39.35022773,-99.32484567,4
Kansas,US,38.78369175,-97.65185177,17
Kansas,US,38.48222076,-100.9066539,1
Kansas,US,37.6842718,-97.4608198,250
Kansas,US,37.19324632,-100.8507201,79
Kansas,US,39.04100763,-95.7557264,94
Kansas,US,39.35018161,-100.4418259,1
Kansas,US,39.35147699,-101.7197624,1
Kansas,US,39.78516566,-98.78566062,2
Kansas,US,38.03100851,-98.71762001,1
Kansas,US,37.56304714,-101.7843534,4
Kansas,US,37.1923008,-101.3118967,4
Kansas,US,37.23682549,-97.47721621,3
Kansas,US,38.95471985,-96.20350509,2
Kansas,US,37.55937174,-95.74323255,1
Kansas,US,37.8865336,-95.74006277,5
Kansas,US,39.11727348,-94.76378225,427
Kentucky,US,37.10459774,-85.28129668,54
Kentucky,US,36.75197631,-86.19457544,4
Kentucky,US,38.00671029,-84.99171713,6
Kentucky,US,37.05842757,-88.99427697,4
Kentucky,US,36.96469836,-85.93338945,6
Kentucky,US,38.14735938,-83.74588932,3
Kentucky,US,38.97065142,-84.72615357,81
Kentucky,US,38.2054607,-84.21827874,7
Kentucky,US,38.36176608,-82.68652187,29
Kentucky,US,37.62680923,-84.8633779,13
Kentucky,US,38.69158994,-84.08532444,7
Kentucky,US,37.52333168,-83.31959161,1
Kentucky,US,37.77377239,-86.42885017,6
Kentucky,US,37.97162523,-85.68955617,33
Kentucky,US,37.20946153,-86.68748787,72
Kentucky,US,37.14749129,-87.86948214,11
Kentucky,US,36.62093411,-88.2731593,21
Kentucky,US,38.94384345,-84.37875208,58
Kentucky,US,38.66599534,-85.12601074,2
Kentucky,US,38.31690743,-83.05092385,4
Kentucky,US,37.32533118,-84.92726209,1
Kentucky,US,36.89267803,-87.49055367,79
Kentucky,US,37.9689263,-84.14615986,18
Kentucky,US,37.16451126,-83.712575,1
Kentucky,US,36.72581156,-85.13377529,2
Kentucky,US,37.35839237,-88.08826090000002,3
Kentucky,US,36.78926125,-85.39050034,3
Kentucky,US,37.73028906,-87.09019479999998,130
Kentucky,US,37.21218923,-86.23955613,7
Kentucky,US,38.0368225,-84.45576892,219
Kentucky,US,38.36758311,-83.69657514,2
Kentucky,US,37.56213922,-82.74750924,4
Kentucky,US,38.2379395,-84.87962551,13
Kentucky,US,36.55238827,-89.20140068,1
Kentucky,US,38.75398691,-84.8558382,1
Kentucky,US,37.6388668,-84.53289319,1
Kentucky,US,38.64962758,-84.62415957,16
Kentucky,US,36.72292505,-88.65143315,63
Kentucky,US,37.46231118,-86.34248968,16
Kentucky,US,37.26484328,-85.5540745,1
Kentucky,US,38.54332505,-82.9215658,10
Kentucky,US,37.83766422,-86.78280584,6
Kentucky,US,37.6976111,-85.96319251,29
Kentucky,US,38.44188174,-84.32869741,16
Kentucky,US,37.29943898,-85.88461055,2
Kentucky,US,37.79344553,-87.57392021,33
Kentucky,US,38.44942688,-85.11587507,4
Kentucky,US,37.30939025,-87.54670406,112
Kentucky,US,37.41866422,-83.99825483,57
Kentucky,US,38.18664655,-85.65931031,867
Kentucky,US,37.87119786,-84.58252003,32
Kentucky,US,37.85106355,-82.8264322,1
Kentucky,US,38.93950319,-84.53241199,156
Kentucky,US,37.35388197,-82.94981134,3
Kentucky,US,36.89225732,-83.85403396,5
Kentucky,US,37.54567114,-85.70138352,5
Kentucky,US,37.10975748,-84.11321779,13
Kentucky,US,38.07136018,-82.72882223,1
Kentucky,US,37.09246661,-83.37999606,2
Kentucky,US,37.12306748,-82.85346474,1
Kentucky,US,38.53184419,-83.37735618,3
Kentucky,US,37.45475628,-84.6565327,4
Kentucky,US,37.21137452,-88.34797529,1
Kentucky,US,36.85949479,-86.877635,8
Kentucky,US,37.02080035,-88.07886257,13
Kentucky,US,37.05350953,-88.70445755,29
Kentucky,US,36.73874143,-84.48102924,10
Kentucky,US,37.5301951,-87.26803443,8
Kentucky,US,37.71659336,-84.27220275,21
Kentucky,US,37.55218078,-85.26898542,13
Kentucky,US,36.88007070000001,-88.32803576,14
Kentucky,US,37.79990579,-82.51247478,2
Kentucky,US,38.59471935,-83.82151043,6
Kentucky,US,37.96163597,-86.21028219,3
Kentucky,US,37.94090733,-83.59985712,3
Kentucky,US,37.81474237,-84.87488475,9
Kentucky,US,36.71225341,-85.71596443,3
Kentucky,US,38.03253032,-83.9145241,9
Kentucky,US,37.92465657,-83.25558245,1
Kentucky,US,37.21425819,-87.14632053,76
Kentucky,US,37.80335779,-85.4657193,13
Kentucky,US,38.33342292,-84.01889177,1
Kentucky,US,37.47751843,-86.85368087,17
Kentucky,US,38.39791089,-85.448222,22
Kentucky,US,37.42823949,-83.68811419,2
Kentucky,US,38.69607718,-84.35599463,5
Kentucky,US,37.25023553,-83.22922731,4
Kentucky,US,37.47088263,-82.39487445,6
Kentucky,US,37.83218794,-83.82553961,1
Kentucky,US,37.10466131,-84.57629079,35
Kentucky,US,37.36642393,-84.31176452,11
Kentucky,US,38.19484205,-83.42088935,1
Kentucky,US,36.99308373,-85.06070117,15
Kentucky,US,38.29622293,-84.5816631,22
Kentucky,US,38.21476019,-85.194223,22
Kentucky,US,36.74058474,-86.58047435,21
Kentucky,US,38.03223971,-85.32749335,9
Kentucky,US,37.3677562,-85.3329931,4
Kentucky,US,36.8381152,-87.17878374,9
Kentucky,US,36.80767017,-87.87333656,4
Kentucky,US,38.61056487,-85.33775972,2
Kentucky,US,37.66166713,-87.94300009,8
Kentucky,US,36.99903045,-86.42672751,101
Kentucky,US,37.75599461,-85.17407732,3
Kentucky,US,36.80310688,-84.8251971,6
Kentucky,US,37.52168356,-87.67989953,13
Kentucky,US,36.75700531,-84.14541217,8
Kentucky,US,38.04178222,-84.7417556,18
Louisiana,US,30.2950649,-92.41419698,114
Louisiana,US,30.65385745,-92.82442028,79
Louisiana,US,30.20406249,-90.91328409999998,512
Louisiana,US,29.89946234,-91.06461642,146
Louisiana,US,31.07796211,-92.00079449,69
Louisiana,US,30.64836518,-93.34173616,36
Louisiana,US,32.34569994,-93.05398492,66
Louisiana,US,32.67932307,-93.60460152,233
Louisiana,US,32.57991587,-93.88375652,1276
Louisiana,US,30.22931235,-93.35400434,324
Louisiana,US,32.0902519,-92.11752148,15
Louisiana,US,29.87592238,-93.19310676,3
Louisiana,US,31.66778967,-91.84526385,24
Louisiana,US,32.82308512,-92.99526883,50
Louisiana,US,31.44817835,-91.63814433,26
